# Weather station Albury (airport), Australia, WMO_ID=95896,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95896&lang=en
#
"Local time in Albury (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"09.11.2018 00:00";"8.2";"750.9";"765.4";"0.2";"80";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"08.11.2018 23:00";"9.1";"750.9";"765.4";"0.6";"75";"Calm, no wind";"0";"";"";"";" ";"";"";"";"19.6";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"08.11.2018 21:00";"11.3";"750.7";"765.1";"1.2";"59";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"08.11.2018 20:00";"14.0";"750.3";"764.8";"1.2";"48";"Wind blowing from the west-northwest";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"No precipitation";"6";"";"";"";"";
"08.11.2018 18:00";"17.5";"749.5";"764.0";"0.6";"30";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.2";"";"";"";"";"";"";
"08.11.2018 17:00";"18.4";"749.1";"763.6";"-0.1";"27";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.9";"";"";"";"";"";"";
"08.11.2018 15:00";"18.2";"748.9";"763.4";"-0.5";"30";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.4";"";"";"";"";"";"";
"08.11.2018 14:00";"17.7";"749.2";"763.7";"-0.4";"31";"Wind blowing from the west";"5";"";"";"20–30%.";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"0.4";"No precipitation";"6";"";"";"";"";
"08.11.2018 12:00";"17.0";"749.4";"763.9";"-0.1";"34";"Wind blowing from the west-southwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"08.11.2018 11:00";"15.5";"749.6";"764.1";"0.1";"36";"Wind blowing from the west-southwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"6.8";"";"";"";"1500-2000";"";"";"";"0.5";"";"";"";"";"";"";
"08.11.2018 09:00";"13.7";"749.5";"764.0";"1.3";"47";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"08.11.2018 08:00";"12.0";"749.5";"764.0";"2.0";"58";"Wind blowing from the west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"0.2";"24";"";"";"";"";
"08.11.2018 06:00";"8.3";"748.2";"762.6";"1.7";"72";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"08.11.2018 05:00";"7.1";"747.5";"761.9";"1.3";"76";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"08.11.2018 03:00";"8.0";"746.5";"760.9";"1.0";"71";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"08.11.2018 02:00";"8.3";"746.2";"760.6";"0.9";"72";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"No precipitation";"6";"";"";"";"";
"08.11.2018 00:00";"10.8";"745.5";"759.9";"1.0";"57";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"07.11.2018 23:00";"11.7";"745.3";"759.7";"1.8";"54";"Wind blowing from the west-southwest";"4";"";"";"100%.";" ";"";"";"";"18.6";"";"";"2500 or more, or no clouds.";"";"";"";"2.5";"";"";"";"";"";"";
"07.11.2018 21:00";"13.0";"744.5";"758.8";"2.5";"52";"Wind blowing from the south-west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"07.11.2018 20:00";"12.9";"743.5";"757.8";"2.0";"54";"Wind blowing from the west";"2";"";"";"";" ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"3.8";"0.2";"6";"";"";"";"";
"07.11.2018 18:00";"16.2";"742.0";"756.3";"0.3";"36";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"07.11.2018 17:00";"17.1";"741.5";"755.8";"-0.4";"34";"Wind blowing from the south-southwest";"4";"";"";"60%.";" ";"";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"1.1";"";"";"";"";"";"";
"07.11.2018 15:00";"16.7";"741.7";"756.1";"-0.3";"40";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"07.11.2018 14:00";"15.7";"741.9";"756.2";"-0.3";"47";"Wind blowing from the west";"4";"";"";"40%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.4";"No precipitation";"6";"";"";"";"";
"07.11.2018 12:00";"14.9";"742.0";"756.3";"-0.1";"54";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"07.11.2018 11:00";"14.7";"742.2";"756.5";"0.1";"63";"Wind blowing from the west";"5";"";"";"100%.";" ";"";"";"13.6";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.7";"";"";"";"";"";"";
"07.11.2018 09:00";"14.5";"742.1";"756.4";"1.4";"70";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.1";"";"";"";"";"";"";
"07.11.2018 08:00";"14.5";"742.1";"756.4";"1.6";"71";"Wind blowing from the west";"4";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"2000-2500";"";"";"";"9.3";"19.0";"24";"";"";"";"";
"07.11.2018 06:00";"14.4";"740.7";"754.9";"1.2";"80";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.0";"";"";"";"";"";"";
"07.11.2018 05:00";"14.7";"740.5";"754.7";"0.9";"74";"Wind blowing from the west-northwest";"5";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"10.1";"";"";"";"";"";"";
"07.11.2018 03:00";"15.8";"739.5";"753.7";"-0.7";"78";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.0";"";"";"";"";"";"";
"07.11.2018 02:00";"16.2";"739.6";"753.9";"-1.2";"85";"Wind blowing from the west-northwest";"3";"";"";"90  or more, but not 100%";" ";"Precipitation";"Precipitation";"";"";"";"";"1500-2000";"";"";"";"13.7";"1.0";"6";"";"";"";"";
"07.11.2018 00:00";"17.5";"740.2";"754.4";"-0.5";"100";"Wind blowing from the south-southeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"06.11.2018 23:00";"17.8";"740.8";"755.0";"0.6";"100";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"25.5";"";"";"1500-2000";"";"";"";"17.8";"";"";"";"";"";"";
"06.11.2018 21:00";"17.7";"740.7";"754.9";"1.9";"99";"Wind blowing from the south-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"06.11.2018 20:00";"18.9";"740.2";"754.5";"1.6";"88";"Wind blowing from the north";"4";"";"";"90  or more, but not 100%";"Precipitation ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"16.9";"9.0";"6";"";"";"";"";
"06.11.2018 18:00";"21.1";"738.8";"753.1";"-0.2";"80";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.5";"";"";"";"";"";"";
"06.11.2018 17:00";"18.7";"738.6";"752.8";"-0.9";"87";"Wind blowing from the west-northwest";"3";"";"";"100%.";"Precipitation ";"";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"16.5";"";"";"";"";"";"";
"06.11.2018 15:00";"24.2";"739.0";"753.2";"-1.2";"69";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"06.11.2018 14:00";"22.1";"739.5";"753.7";"-1.2";"76";"Wind blowing from the north";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"17.7";"8.0";"6";"";"";"";"";
"06.11.2018 12:00";"19.1";"740.2";"754.4";"-1.1";"100";"Wind blowing from the north-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"19.1";"";"";"";"";"";"";
"06.11.2018 11:00";"18.5";"740.7";"754.9";"-0.4";"98";"Wind blowing from the north";"4";"";"";"100%.";"Precipitation, slight or moderate. ";"";"Precipitation";"18.9";"";"";"";"300-600";"";"";"8.0";"18.2";"";"";"";"";"";"";
"06.11.2018 09:00";"19.4";"741.3";"755.6";"1.5";"97";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.9";"";"";"";"";"";"";
"06.11.2018 08:00";"19.1";"741.1";"755.4";"0.4";"100";"Wind blowing from the north-west";"1";"";"";"100%.";"Precipitation, slight or moderate. ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"5.0";"19.1";"9.0";"24";"";"";"";"";
"06.11.2018 06:00";"19.5";"739.8";"754.0";"-0.6";"89";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"17.6";"";"";"";"";"";"";
"06.11.2018 05:00";"19.8";"740.7";"754.9";"0.7";"85";"Wind blowing from the north";"4";"";"";"100%.";" ";"";"";"";"";"";"";"1000-1500";"";"";"";"17.2";"";"";"";"";"";"";
"06.11.2018 03:00";"21.2";"740.4";"754.6";"-0.5";"73";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"16.2";"";"";"";"";"";"";
"06.11.2018 02:00";"19.9";"740.0";"754.3";"-1.3";"79";"Wind blowing from the north-northeast";"4";"";"";"10%  or less, but not 0";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"16.2";"No precipitation";"6";"";"";"";"";
"06.11.2018 00:00";"20.4";"740.9";"755.2";"-0.5";"74";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.6";"";"";"";"";"";"";
"05.11.2018 23:00";"21.3";"741.3";"755.6";"0.3";"71";"Calm, no wind";"0";"";"";"90  or more, but not 100%";" ";"";"";"";"29.3";"";"";"2500 or more, or no clouds.";"";"";"";"15.8";"";"";"";"";"";"";
"05.11.2018 21:00";"23.5";"741.4";"755.7";"1.2";"61";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"15.5";"";"";"";"";"";"";
"05.11.2018 20:00";"24.2";"741.0";"755.3";"1.7";"58";"Wind blowing from the north-northwest";"5";"";"";"100%.";" ";"Precipitation";"Precipitation";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"15.4";"3.0";"6";"";"";"";"";
"05.11.2018 18:00";"22.0";"740.2";"754.4";"0.6";"79";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"18.2";"";"";"";"";"";"";
"05.11.2018 17:00";"24.6";"739.3";"753.6";"-0.9";"47";"Wind blowing from the south";"4";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2000-2500";"";"";"";"12.5";"";"";"";"";"";"";
"05.11.2018 15:00";"27.8";"739.6";"753.9";"-1.8";"29";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"05.11.2018 14:00";"28.4";"740.2";"754.4";"-1.8";"26";"Wind blowing from the north-northwest";"7";"";"";"60%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.1";"No precipitation";"6";"";"";"";"";
"05.11.2018 12:00";"23.9";"741.4";"755.8";"-1.8";"42";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.2";"";"";"";"";"";"";
"05.11.2018 11:00";"23.7";"742.0";"756.3";"-0.9";"42";"Wind blowing from the south-east";"4";"";"";"10%  or less, but not 0";" ";"";"";"15.5";"";"";"";"2500 or more, or no clouds.";"";"";"";"10.0";"";"";"";"";"";"";
"05.11.2018 09:00";"19.6";"743.2";"757.5";"0.0";"56";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.6";"";"";"";"";"";"";
"05.11.2018 08:00";"17.9";"742.9";"757.2";"0.8";"64";"Wind blowing from the south";"2";"";"";"90  or more, but not 100%";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"11.0";"No precipitation";"24";"";"";"";"";
"05.11.2018 06:00";"15.8";"743.2";"757.5";"0.6";"77";"Wind blowing from the south-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.8";"";"";"";"";"";"";
"05.11.2018 05:00";"16.0";"742.1";"756.4";"-0.7";"78";"Wind blowing from the north";"1";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"12.2";"";"";"";"";"";"";
"05.11.2018 03:00";"15.8";"742.6";"756.9";"-0.4";"69";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.1";"";"";"";"";"";"";
"05.11.2018 02:00";"16.7";"742.8";"757.1";"-0.5";"59";"Calm, no wind";"0";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"8.7";"No precipitation";"6";"";"";"";"";
"05.11.2018 00:00";"17.3";"743.0";"757.3";"-0.7";"55";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.2";"";"";"";"";"";"";
"04.11.2018 23:00";"16.3";"743.3";"757.6";"-0.2";"56";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"28.5";"";"";"";"";"";"";"7.5";"";"";"";"";"";"";
"04.11.2018 21:00";"18.5";"743.7";"758.0";"0.8";"45";"Wind blowing from the east-northeast";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"04.11.2018 20:00";"19.4";"743.5";"757.8";"0.4";"41";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.8";"No precipitation";"6";"";"";"";"";
"04.11.2018 18:00";"25.7";"742.9";"757.3";"-0.6";"25";"Wind blowing from the west-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"04.11.2018 17:00";"27.2";"743.1";"757.4";"-1.0";"22";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"";"";"";"";"";"";
"04.11.2018 15:00";"27.3";"743.5";"757.8";"-1.8";"21";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"04.11.2018 14:00";"28.1";"744.1";"758.4";"-1.3";"21";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.7";"No precipitation";"6";"";"";"";"";
"04.11.2018 12:00";"24.7";"745.3";"759.7";"-1.6";"30";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"04.11.2018 11:00";"23.1";"745.4";"759.8";"-1.8";"31";"Wind blowing from the east-southeast";"3";"";"";"";" ";"";"";"8.4";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"04.11.2018 09:00";"19.1";"746.9";"761.3";"-0.4";"49";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"04.11.2018 08:00";"16.1";"747.2";"761.6";"0.3";"56";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"24";"";"";"";"";
"04.11.2018 06:00";"10.3";"747.3";"761.7";"0.8";"82";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"04.11.2018 05:00";"8.6";"746.9";"761.3";"0.2";"81";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.5";"";"";"";"";"";"";
"04.11.2018 03:00";"10.0";"746.5";"760.9";"-1.2";"76";"Wind blowing from the north-east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"04.11.2018 02:00";"10.4";"746.7";"761.1";"-1.0";"72";"Wind blowing from the east";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"No precipitation";"6";"";"";"";"";
"04.11.2018 00:00";"11.3";"747.7";"762.1";"0.0";"64";"Wind blowing from the east";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"03.11.2018 23:00";"12.2";"747.7";"762.1";"0.1";"66";"Calm, no wind";"0";"";"";"";" ";"";"";"";"24.8";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"03.11.2018 21:00";"15.6";"747.7";"762.1";"1.3";"46";"Wind blowing from the north-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"03.11.2018 20:00";"18.4";"747.6";"762.0";"1.6";"37";"Wind blowing from the west-southwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"No precipitation";"6";"";"";"";"";
"03.11.2018 18:00";"21.8";"746.4";"760.8";"0.2";"30";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"03.11.2018 17:00";"23.7";"746.0";"760.4";"-0.7";"27";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"03.11.2018 15:00";"23.9";"746.2";"760.6";"-0.8";"27";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"03.11.2018 14:00";"24.0";"746.7";"761.1";"-0.8";"28";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"No precipitation";"6";"";"";"";"";
"03.11.2018 12:00";"22.4";"747.0";"761.4";"-0.8";"33";"Wind blowing from the west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.4";"";"";"";"";"";"";
"03.11.2018 11:00";"21.8";"747.5";"761.9";"-0.5";"34";"Wind blowing from the west-southwest";"6";"";"";"";" ";"";"";"13.5";"";"";"";"";"";"";"";"5.3";"";"";"";"";"";"";
"03.11.2018 09:00";"18.0";"747.8";"762.2";"0.6";"52";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"03.11.2018 08:00";"16.8";"748.0";"762.4";"1.5";"56";"Wind blowing from the south-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"No precipitation";"24";"";"";"";"";
"03.11.2018 06:00";"14.1";"747.2";"761.6";"1.7";"67";"Wind blowing from the west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"03.11.2018 05:00";"13.7";"746.5";"760.9";"1.6";"68";"Wind blowing from the west-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"03.11.2018 03:00";"15.4";"745.5";"759.9";"1.1";"59";"Wind blowing from the west-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"03.11.2018 02:00";"16.6";"744.9";"759.3";"0.9";"54";"Wind blowing from the west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"No precipitation";"6";"";"";"";"";
"03.11.2018 00:00";"20.4";"744.4";"758.8";"1.8";"28";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.3";"";"";"";"";"";"";
"02.11.2018 23:00";"22.2";"744.0";"758.3";"2.3";"19";"Wind blowing from the west";"8";"";"";"";" ";"";"";"";"34.2";"";"";"";"";"";"";"-2.5";"";"";"";"";"";"";
"02.11.2018 21:00";"27.3";"742.6";"756.9";"2.6";"31";"Wind blowing from the west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"02.11.2018 20:00";"29.6";"741.7";"756.1";"2.2";"32";"Wind blowing from the west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"No precipitation";"6";"";"";"";"";
"02.11.2018 18:00";"27.3";"740.0";"754.3";"-0.9";"43";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"02.11.2018 17:00";"28.9";"739.5";"753.7";"-2.6";"38";"Wind blowing from the south-east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.11.2018 15:00";"28.5";"740.9";"755.2";"-3.2";"39";"Wind blowing from the south";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.2";"";"";"";"";"";"";
"02.11.2018 14:00";"27.5";"742.1";"756.4";"-2.1";"44";"Wind blowing from the south-southeast";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"14.2";"No precipitation";"6";"";"";"";"";
"02.11.2018 12:00";"25.8";"744.1";"758.5";"0.6";"47";"Wind blowing from the south-west";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"13.6";"";"";"";"";"";"";
"02.11.2018 11:00";"28.9";"744.2";"758.5";"0.1";"34";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"25.1";"";"";"";"";"";"";"";"11.5";"";"";"";"";"";"";
"02.11.2018 09:00";"33.3";"743.5";"757.9";"-0.9";"19";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"02.11.2018 08:00";"30.7";"744.1";"758.5";"-0.2";"24";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"No precipitation";"24";"";"";"";"";
"02.11.2018 06:00";"28.5";"744.4";"758.8";"-0.2";"30";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"02.11.2018 05:00";"28.0";"744.3";"758.6";"-1.3";"32";"Wind blowing from the north";"5";"";"";"100%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"9.8";"";"";"";"";"";"";
"02.11.2018 03:00";"25.2";"744.6";"758.9";"-0.4";"46";"Wind blowing from the north-east";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"12.8";"";"";"";"";"";"";
"02.11.2018 02:00";"27.7";"745.6";"760.0";"0.9";"35";"Wind blowing from the north";"5";"";"";"60%.";" ";"";"";"";"";"";"";"1500-2000";"";"";"";"10.9";"No precipitation";"6";"";"";"";"";
"02.11.2018 00:00";"28.8";"745.0";"759.4";"0.2";"26";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"01.11.2018 23:00";"28.8";"744.7";"759.0";"0.1";"25";"Wind blowing from the north-northwest";"5";"";"";"10%  or less, but not 0";" ";"";"";"";"37.2";"";"";"2500 or more, or no clouds.";"";"";"";"6.8";"";"";"";"";"";"";
"01.11.2018 21:00";"29.7";"744.8";"759.2";"0.7";"20";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.4";"";"";"";"";"";"";
"01.11.2018 20:00";"30.4";"744.6";"758.9";"0.6";"15";"Wind blowing from the north";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"No precipitation";"6";"";"";"";"";
"01.11.2018 18:00";"34.4";"744.1";"758.5";"-0.6";"10";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-1.6";"";"";"";"";"";"";
"01.11.2018 17:00";"36.2";"744.0";"758.3";"-1.5";"12";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"01.11.2018 15:00";"35.7";"744.7";"759.0";"-2.6";"12";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"01.11.2018 14:00";"36.0";"745.5";"759.9";"-2.5";"11";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.9";"No precipitation";"6";"";"";"";"";
"01.11.2018 12:00";"34.2";"747.3";"761.7";"-2.1";"15";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"01.11.2018 11:00";"31.7";"748.0";"762.4";"-1.6";"21";"Wind blowing from the north-east";"5";"";"";"";" ";"";"";"12.3";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"01.11.2018 09:00";"24.9";"749.4";"764.1";"0.2";"41";"Wind blowing from the east";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"10.8";"";"";"";"";"";"";
"01.11.2018 08:00";"21.1";"749.6";"764.3";"0.8";"53";"Wind blowing from the south-southeast";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"11.2";"No precipitation";"24";"";"";"";"";
"01.11.2018 06:00";"15.5";"749.2";"763.9";"1.4";"64";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.7";"";"";"";"";"";"";
"01.11.2018 05:00";"12.6";"748.8";"763.4";"0.9";"80";"Wind blowing from the east-northeast";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"01.11.2018 03:00";"14.5";"747.8";"762.4";"-0.7";"67";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.5";"";"";"";"";"";"";
"01.11.2018 02:00";"15.1";"747.9";"762.5";"-0.6";"62";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"No precipitation";"6";"";"";"";"";
"01.11.2018 00:00";"17.3";"748.5";"763.1";"0.1";"56";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"31.10.2018 23:00";"17.8";"748.5";"763.1";"0.5";"47";"Wind blowing from the north-east";"1";"";"";"";" ";"";"";"";"33.1";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"31.10.2018 21:00";"20.9";"748.4";"763.0";"1.4";"35";"Calm, no wind";"0";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"31.10.2018 20:00";"21.9";"748.0";"762.7";"1.2";"32";"Calm, no wind";"0";"";"";"50%.";" ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"4.5";"No precipitation";"6";"";"";"";"";
