# Weather station Launceston (airport), Australia, WMO_ID=95966,selection from 01.01.2018 till 30.06.2019, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/archive.php?wmo_id=95966&lang=en
#
"Local time in Launceston (airport)";"T";"Po";"P";"Pa";"U";"DD";"Ff";"ff10";"ff3";"N";"WW";"W1";"W2";"Tn";"Tx";"Cl";"Nh";"H";"Cm";"Ch";"VV";"Td";"RRR";"tR";"E";"Tg";"E'";"sss"
"08.08.2018 23:00";"2.9";"743.5";"758.8";"2.4";"85";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"0.6";"";"";"";"";"";"";
"08.08.2018 22:00";"3.4";"742.9";"758.2";"2.9";"75";"Wind blowing from the north-northwest";"3";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"-0.6";"";"";"";"";"";"";
"08.08.2018 21:00";"5.0";"742.0";"757.3";"3.1";"76";"Wind blowing from the north-west";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.1";"No precipitation";"6";"";"";"";"";
"08.08.2018 20:00";"6.7";"741.1";"756.3";"3.3";"67";"Wind blowing from the west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.0";"";"";"";"";"";"";
"08.08.2018 19:00";"7.1";"740.0";"755.2";"3.5";"66";"Wind blowing from the west-southwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"08.08.2018 18:00";"8.8";"738.9";"754.0";"3.3";"62";"Wind blowing from the west";"5";"";"";"20–30%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"1.9";"";"";"";"";"";"";
"08.08.2018 17:00";"10.7";"737.8";"752.9";"2.7";"56";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"08.08.2018 16:00";"12.4";"736.5";"751.6";"1.9";"53";"Wind blowing from the west-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.1";"";"";"";"";"";"";
"08.08.2018 15:00";"13.5";"735.6";"750.7";"1.4";"49";"Wind blowing from the west-northwest";"7";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"3.0";"No precipitation";"6";"";"";"";"";
"08.08.2018 14:00";"13.3";"735.1";"750.1";"0.8";"66";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"08.08.2018 13:00";"12.2";"734.6";"749.7";"0.6";"70";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.9";"";"";"";"";"";"";
"08.08.2018 12:00";"11.7";"734.2";"749.3";"0.7";"74";"Wind blowing from the north-northwest";"10";"";"";"100%.";"No significant weather observed. ";"";"";"5.6";"";"";"";"600-1000";"";"";"";"7.2";"";"";"";"";"";"";
"08.08.2018 11:00";"11.7";"734.3";"749.4";"1.3";"78";"Wind blowing from the north";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"08.08.2018 10:00";"10.6";"734.0";"749.1";"1.5";"75";"Wind blowing from the north-west";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.4";"";"";"";"";"";"";
"08.08.2018 09:00";"10.1";"733.5";"748.6";"1.4";"80";"Wind blowing from the north-northwest";"8";"";"";"20–30%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.8";"5.0";"24";"";"";"";"";
"08.08.2018 08:00";"7.9";"733.0";"748.0";"1.3";"87";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.9";"";"";"";"";"";"";
"08.08.2018 07:00";"8.1";"732.5";"747.6";"1.3";"82";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"08.08.2018 06:00";"9.6";"732.1";"747.1";"1.1";"79";"Wind blowing from the north-northwest";"10";"";"";"100%.";"No significant weather observed. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.1";"";"";"";"";"";"";
"08.08.2018 05:00";"9.0";"731.7";"746.7";"0.1";"80";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.7";"";"";"";"";"";"";
"08.08.2018 04:00";"9.6";"731.2";"746.2";"-1.4";"86";"Wind blowing from the north-west";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"08.08.2018 03:00";"9.7";"731.0";"746.0";"-2.5";"92";"Wind blowing from the north-northwest";"13";"";"";"100%.";"Drizzle, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"9.0";"8.5";"4.0";"6";"";"";"";"";
"08.08.2018 02:00";"9.4";"731.6";"746.6";"-2.6";"96";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"08.08.2018 01:00";"9.2";"732.6";"747.7";"-2.4";"95";"Wind blowing from the north-northwest";"12";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.4";"";"";"";"";"";"";
"08.08.2018 00:00";"8.9";"733.5";"748.6";"-1.9";"96";"Wind blowing from the north-northwest";"8";"";"";"90  or more, but not 100%";"Rain, not freezing, moderate. ";"";"Precipitation";"";"12.4";"";"";"100-200";"";"";"4.5";"8.3";"";"";"";"";"";"";
"07.08.2018 23:00";"8.2";"734.2";"749.3";"-1.4";"94";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"07.08.2018 22:00";"7.8";"735.0";"750.1";"-0.6";"93";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.7";"";"";"";"";"";"";
"07.08.2018 21:00";"7.7";"735.4";"750.6";"0.5";"82";"Wind blowing from the north-northwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"4.8";"No precipitation";"6";"";"";"";"";
"07.08.2018 20:00";"7.0";"735.6";"750.7";"1.1";"78";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"07.08.2018 19:00";"6.2";"735.6";"750.7";"1.4";"81";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.2";"";"";"";"";"";"";
"07.08.2018 18:00";"6.9";"734.9";"750.0";"1.3";"79";"Wind blowing from the north";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"3.5";"";"";"";"";"";"";
"07.08.2018 17:00";"9.5";"734.5";"749.6";"1.4";"62";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.4";"";"";"";"";"";"";
"07.08.2018 16:00";"10.5";"734.2";"749.2";"1.4";"52";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.1";"";"";"";"";"";"";
"07.08.2018 15:00";"11.3";"733.6";"748.7";"0.7";"51";"Wind blowing from the west-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"1.3";"No precipitation";"6";"";"";"";"";
"07.08.2018 14:00";"10.7";"733.1";"748.2";"0.5";"54";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.8";"";"";"";"";"";"";
"07.08.2018 13:00";"11.3";"732.8";"747.9";"0.9";"54";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"07.08.2018 12:00";"10.3";"732.9";"748.0";"1.5";"64";"Wind blowing from the north-west";"6";"";"";"10%  or less, but not 0";"No significant weather observed. ";"";"";"2.7";"";"";"";"2500 or more, or no clouds.";"";"";"";"3.8";"";"";"";"";"";"";
"07.08.2018 11:00";"8.4";"732.6";"747.7";"1.5";"74";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"07.08.2018 10:00";"7.2";"731.9";"747.0";"1.4";"80";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.0";"";"";"";"";"";"";
"07.08.2018 09:00";"6.7";"731.4";"746.4";"1.1";"84";"Wind blowing from the north-northwest";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"4.2";"4.0";"24";"";"";"";"";
"07.08.2018 08:00";"4.1";"731.1";"746.1";"1.1";"90";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.6";"";"";"";"";"";"";
"07.08.2018 07:00";"2.8";"730.5";"745.5";"0.6";"89";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.2";"";"";"";"";"";"";
"07.08.2018 06:00";"3.3";"730.3";"745.3";"0.6";"90";"Wind blowing from the north-northwest";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"1.8";"";"";"";"";"";"";
"07.08.2018 05:00";"3.5";"730.0";"745.0";"0.3";"89";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.9";"";"";"";"";"";"";
"07.08.2018 04:00";"4.7";"729.9";"744.9";"0.5";"91";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.4";"";"";"";"";"";"";
"07.08.2018 03:00";"4.7";"729.7";"744.7";"0.3";"91";"Wind blowing from the north-northwest";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.4";"No precipitation";"6";"";"";"";"";
"07.08.2018 02:00";"5.2";"729.7";"744.7";"0.6";"93";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.2";"";"";"";"";"";"";
"07.08.2018 01:00";"5.4";"729.4";"744.4";"0.2";"94";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"07.08.2018 00:00";"3.7";"729.4";"744.4";"0.2";"96";"Wind blowing from the north-west";"3";"";"";"100%.";"No significant weather observed. ";"";"";"";"11.9";"";"";"2000-2500";"";"";"";"3.1";"";"";"";"";"";"";
"06.08.2018 23:00";"3.9";"729.1";"744.1";"0.2";"94";"Wind blowing from the north-northwest";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.0";"";"";"";"";"";"";
"06.08.2018 22:00";"5.5";"729.2";"744.2";"0.2";"89";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"06.08.2018 21:00";"5.8";"729.2";"744.2";"0.2";"88";"Wind blowing from the north-northwest";"4";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"1000-1500";"";"";"";"4.0";"No precipitation";"6";"";"";"";"";
"06.08.2018 20:00";"6.4";"728.9";"743.9";"0.5";"84";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.9";"";"";"";"";"";"";
"06.08.2018 19:00";"7.2";"729.0";"744.0";"1.0";"84";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.7";"";"";"";"";"";"";
"06.08.2018 18:00";"8.1";"729.0";"744.0";"1.4";"82";"Wind blowing from the north-northwest";"7";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"5.2";"";"";"";"";"";"";
"06.08.2018 17:00";"8.7";"728.4";"743.4";"1.0";"81";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.6";"";"";"";"";"";"";
"06.08.2018 16:00";"9.8";"728.0";"742.9";"1.1";"79";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.2";"";"";"";"";"";"";
"06.08.2018 15:00";"11.6";"727.6";"742.5";"-0.1";"76";"Wind blowing from the north-northwest";"6";"";"";"60%.";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"600-1000";"";"";"";"7.5";"4.0";"6";"";"";"";"";
"06.08.2018 14:00";"10.3";"727.4";"742.3";"-1.1";"82";"Wind blowing from the north-west";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.4";"";"";"";"";"";"";
"06.08.2018 13:00";"9.5";"726.9";"741.8";"-2.1";"90";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.9";"";"";"";"";"";"";
"06.08.2018 12:00";"8.7";"727.7";"742.6";"-2.0";"87";"Wind blowing from the north-west";"3";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"5.2";"";"";"";"600-1000";"";"";"";"6.7";"";"";"";"";"";"";
"06.08.2018 11:00";"8.0";"728.5";"743.5";"-1.4";"91";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"06.08.2018 10:00";"8.0";"729.0";"744.0";"-1.0";"90";"Wind blowing from the north-northwest";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"06.08.2018 09:00";"8.1";"729.7";"744.7";"-0.6";"91";"Wind blowing from the north-northeast";"3";"";"";"100%.";"Rain, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"1000-1500";"";"";"";"6.7";"13.0";"24";"";"";"";"";
"06.08.2018 08:00";"7.7";"729.9";"744.9";"-1.4";"92";"Wind blowing from the north";"1";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"06.08.2018 07:00";"8.3";"730.0";"745.0";"-1.4";"90";"Wind blowing from the north-west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"06.08.2018 06:00";"8.6";"730.3";"745.3";"-3.0";"89";"Wind blowing from the north";"4";"";"";"100%.";"Rain, not freezing, slight. ";"";"Precipitation";"";"";"";"";"600-1000";"";"";"";"6.9";"";"";"";"";"";"";
"06.08.2018 05:00";"9.0";"731.3";"746.3";"-2.4";"85";"Wind blowing from the north-west";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.6";"";"";"";"";"";"";
"06.08.2018 04:00";"11.1";"731.4";"746.4";"-3.7";"67";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.2";"";"";"";"";"";"";
"06.08.2018 03:00";"10.7";"733.3";"748.3";"-2.6";"70";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"";"";"";"";"";"1500-2000";"";"";"";"5.3";"No precipitation";"6";"";"";"";"";
"06.08.2018 02:00";"9.3";"733.7";"748.8";"-2.6";"74";"Wind blowing from the north-west";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.9";"";"";"";"";"";"";
"06.08.2018 01:00";"5.6";"735.1";"750.1";"-2.0";"76";"Wind blowing from the west";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"1.7";"";"";"";"";"";"";
"06.08.2018 00:00";"7.4";"735.9";"751.0";"-1.5";"69";"Wind blowing from the west";"3";"";"";"";"No significant weather observed. ";"";"";"";"15.0";"";"";"";"";"";"";"2.1";"";"";"";"";"";"";
"05.08.2018 23:00";"10.1";"736.3";"751.5";"-1.3";"60";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.5";"";"";"";"";"";"";
"05.08.2018 22:00";"11.1";"737.1";"752.2";"-0.4";"57";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.7";"";"";"";"";"";"";
"05.08.2018 21:00";"9.8";"737.4";"752.5";"-0.4";"64";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.3";"No precipitation";"6";"";"";"";"";
"05.08.2018 20:00";"9.2";"737.6";"752.8";"-0.2";"62";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"2.3";"";"";"";"";"";"";
"05.08.2018 19:00";"10.0";"737.5";"752.6";"-0.6";"63";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.3";"";"";"";"";"";"";
"05.08.2018 18:00";"8.5";"737.8";"752.9";"-0.6";"72";"Wind blowing from the north";"4";"";"";"";"No significant weather observed. ";"";"";"";"";"";"";"";"";"";"";"3.6";"";"";"";"";"";"";
"05.08.2018 17:00";"11.0";"737.8";"752.9";"-0.8";"60";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"3.5";"";"";"";"";"";"";
"05.08.2018 16:00";"13.3";"738.1";"753.2";"-1.0";"55";"Wind blowing from the north";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"4.5";"";"";"";"";"";"";
"05.08.2018 15:00";"14.4";"738.4";"753.5";"-1.5";"49";"Wind blowing from the north-northwest";"9";"";"";"70 – 80%.";"No significant weather observed. ";"";"";"";"";"";"";"2000-2500";"";"";"";"3.8";"No precipitation";"6";"";"";"";"";
"05.08.2018 14:00";"14.5";"738.6";"753.7";"-1.9";"53";"Wind blowing from the north-northwest";"11";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.0";"";"";"";"";"";"";
"05.08.2018 13:00";"13.9";"739.1";"754.3";"-1.8";"61";"Wind blowing from the north-northwest";"10";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.5";"";"";"";"";"";"";
"05.08.2018 12:00";"12.9";"739.9";"755.1";"-1.6";"69";"Wind blowing from the north";"9";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"8.9";"";"";"";"2500 or more, or no clouds.";"";"";"";"7.4";"";"";"";"";"";"";
"05.08.2018 11:00";"12.3";"740.5";"755.8";"-1.1";"75";"Wind blowing from the north";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.0";"";"";"";"";"";"";
"05.08.2018 10:00";"11.8";"740.9";"756.1";"-0.5";"81";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"05.08.2018 09:00";"10.3";"741.5";"756.7";"0.3";"87";"Wind blowing from the north-northwest";"5";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"600-1000";"";"";"";"8.2";"1.0";"24";"";"";"";"";
"05.08.2018 08:00";"9.4";"741.6";"756.8";"0.4";"89";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.7";"";"";"";"";"";"";
"05.08.2018 07:00";"10.0";"741.4";"756.6";"0.4";"88";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.1";"";"";"";"";"";"";
"05.08.2018 06:00";"9.6";"741.2";"756.4";"0.3";"92";"Wind blowing from the north-northwest";"6";"";"";"100%.";"No significant weather observed. ";"";"";"";"";"";"";"1500-2000";"";"";"";"8.4";"";"";"";"";"";"";
"05.08.2018 05:00";"9.7";"741.2";"756.4";"-0.2";"93";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"05.08.2018 04:00";"10.0";"741.0";"756.2";"-0.5";"92";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"05.08.2018 03:00";"9.4";"740.9";"756.1";"-0.6";"96";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Drizzle, not freezing, slight. ";"Precipitation";"Precipitation";"";"";"";"";"300-600";"";"";"";"8.8";"0.4";"6";"";"";"";"";
"05.08.2018 02:00";"9.4";"741.4";"756.7";"0.0";"96";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.8";"";"";"";"";"";"";
"05.08.2018 01:00";"9.8";"741.5";"756.7";"0.1";"96";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"05.08.2018 00:00";"9.8";"741.5";"756.7";"0.3";"96";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Rain (not freezing). ";"";"Precipitation";"";"13.0";"";"";"100-200";"";"";"9.0";"9.2";"";"";"";"";"";"";
"04.08.2018 23:00";"10.0";"741.4";"756.7";"0.4";"97";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"04.08.2018 22:00";"10.0";"741.4";"756.7";"0.7";"97";"Wind blowing from the north-northwest";"8";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.5";"";"";"";"";"";"";
"04.08.2018 21:00";"10.0";"741.2";"756.4";"0.7";"97";"Wind blowing from the north";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"Precipitation";"Precipitation";"";"";"";"";"100-200";"";"";"3.5";"9.5";"0.8";"6";"";"";"";"";
"04.08.2018 20:00";"9.9";"741.0";"756.2";"0.8";"97";"Wind blowing from the north";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.4";"";"";"";"";"";"";
"04.08.2018 19:00";"9.7";"740.7";"755.9";"0.8";"97";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"9.2";"";"";"";"";"";"";
"04.08.2018 18:00";"9.3";"740.5";"755.7";"0.7";"97";"Wind blowing from the north-northwest";"6";"";"";"100%.";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"100-200";"";"";"4.0";"8.8";"";"";"";"";"";"";
"04.08.2018 17:00";"9.4";"740.2";"755.5";"0.3";"95";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"8.6";"";"";"";"";"";"";
"04.08.2018 16:00";"9.4";"739.9";"755.1";"0.3";"87";"Wind blowing from the north-northwest";"9";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
"04.08.2018 15:00";"11.4";"739.8";"755.0";"0.0";"70";"Wind blowing from the north-northwest";"9";"";"";"90  or more, but not 100%";"No significant weather observed. ";"";"";"";"";"";"";"2500 or more, or no clouds.";"";"";"";"6.1";"No precipitation";"6";"";"";"";"";
"04.08.2018 14:00";"11.7";"739.9";"755.1";"0.3";"64";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"04.08.2018 13:00";"12.7";"739.6";"754.9";"0.5";"60";"Wind blowing from the north-west";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"5.1";"";"";"";"";"";"";
"04.08.2018 12:00";"11.8";"739.8";"755.0";"1.2";"58";"Wind blowing from the north-northwest";"8";"";"";"";"No significant weather observed. ";"";"";"6.2";"";"";"";"";"";"";"";"3.8";"";"";"";"";"";"";
"04.08.2018 11:00";"10.4";"739.6";"754.8";"1.7";"74";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.0";"";"";"";"";"";"";
"04.08.2018 10:00";"9.4";"739.1";"754.3";"2.0";"84";"Wind blowing from the north-northwest";"7";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.8";"";"";"";"";"";"";
"04.08.2018 09:00";"8.2";"738.6";"753.7";"2.3";"87";"Wind blowing from the north";"5";"";"";"";"No significant weather observed. ";"Precipitation";"Precipitation";"";"";"";"";"";"";"";"";"6.2";"1.0";"24";"";"";"";"";
"04.08.2018 08:00";"6.7";"737.9";"753.1";"2.5";"97";"Wind blowing from the north-northwest";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"6.3";"";"";"";"";"";"";
"04.08.2018 07:00";"7.4";"737.1";"752.2";"2.3";"98";"Wind blowing from the north-northwest";"6";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.1";"";"";"";"";"";"";
"04.08.2018 06:00";"7.9";"736.3";"751.4";"1.7";"98";"Wind blowing from the north-northwest";"6";"";"";"90  or more, but not 100%";"Rain shower(s) or intermittent rain, slight. ";"";"Precipitation";"";"";"";"";"Less than  50";"";"";"3.5";"7.6";"";"";"";"";"";"";
"04.08.2018 05:00";"8.1";"735.4";"750.4";"0.8";"98";"Wind blowing from the north";"5";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.8";"";"";"";"";"";"";
"04.08.2018 04:00";"7.6";"734.8";"749.9";"0.4";"97";"Wind blowing from the north";"4";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.2";"";"";"";"";"";"";
"04.08.2018 03:00";"7.9";"734.6";"749.7";"0.0";"97";"Wind blowing from the west";"1";"";"";"100%.";"Rain shower(s) or intermittent rain, moderate. ";"Precipitation";"Precipitation";"";"";"";"";"200-300";"";"";"1.0";"7.5";"0.8";"6";"";"";"";"";
"04.08.2018 02:00";"7.7";"734.6";"749.7";"-0.3";"97";"Wind blowing from the north";"2";"";"";"";" ";"";"";"";"";"";"";"";"";"";"";"7.3";"";"";"";"";"";"";
